station,PM25,PM10,SO2,NO2,O3,CO,Temp,RH,Wind,exceedance
STN-3,19.55296471756966,26.860284506763424,2.5571946551198423,4.699160424155042,1.7467194851955226,0.7157540341034423,31.061992984976033,61.69706134480607,3.9625619373339704,0
STN-1,22.480216052957196,42.3513967139928,2.483987474528065,7.507457713082032,7.3967359588762704,0.35118831388799376,8.630862226054518,63.894959345069545,1.4352054993194638,0
STN-1,20.883276004282106,28.01882545993669,4.366293760923707,6.901743906033422,6.025489161748297,0.6645101240073742,23.74975006408941,22.78327915862786,4.9059715801683845,0
STN-3,18.70941743352271,24.10525230668855,2.4962960948830903,4.556866067635657,9.99023074346736,1.0775120268564493,16.555086423870613,84.2349772667431,5.710376943454547,0
STN-3,20.602140198961685,22.029184905132496,1.4219821596151898,2.4235508854181713,8.826189153192116,1.1210523899534384,19.29591159984275,32.000202449246785,0.31933444214739826,0
STN-2,25.97115803572202,32.75186604721536,1.997975677184492,2.849431287202644,6.42050758583421,1.0087427122895307,17.930875030497457,73.6119190198745,6.750064088165007,0
STN-2,13.671195186152715,30.765092932645913,10.194591540761067,2.897042621441715,5.376008270767839,1.0473252377660789,28.76342781678354,59.95272142929384,6.760601733986817,0
STN-2,21.895154473952662,35.766728163151654,1.6939729070953469,5.325794081037747,4.901730860069555,0.7405075265648182,27.128280641623917,60.53196790326039,0.2474185530610633,0
STN-2,22.275233637536346,15.309538792023117,6.294551162081548,3.253787307943582,6.301830947941986,0.778962559323188,16.540703840076667,37.20806424775995,6.670187853010117,0
STN-1,14.501873155037005,26.310863452412807,3.4404366797085495,3.022739792434029,5.863212889026632,1.0239190672357137,18.346662246176916,33.56806355772902,6.099573659330991,0
STN-3,23.13963215172221,18.170482836639252,1.5211194212663148,4.312664863323646,8.479437522448523,0.46429587891081925,17.993509412614138,45.86347362471517,4.378688635829864,0
STN-2,21.854762398639547,43.14481205413957,1.9777864753927832,4.499529682345653,3.4320111451851596,0.8541547719038936,18.39201462904149,70.0968843317684,2.695756433085421,0
STN-3,13.667302744251094,19.89393539964658,3.692591712951947,10.828319744162291,6.947046243471211,0.9834701476183685,8.458277950717179,23.14322808964038,4.864898735738534,0
STN-1,24.727862032769863,31.445969266375258,4.7675868370721535,5.168482112267568,3.224941287428188,1.1701631998302358,23.632220270760953,71.28652662169463,4.034438634052683,0
STN-3,22.77496088627704,18.877132173997907,3.6318397920646714,8.199591187753256,5.028626572179743,0.7909418942172476,32.66139073484088,80.651378073381,3.348643505857484,0
STN-2,32.690208751692786,18.958871212294653,3.311606364931104,4.285052701419517,9.464029591665414,1.5382734489564238,18.31222975352793,22.30054808097399,4.632629280374979,0
STN-1,20.24389256387116,20.09126153282686,3.7320055536031784,3.2003283306759283,7.251941272525916,0.3022273385835913,12.56031068320143,42.17004738030964,0.717700880898219,0
STN-1,32.08832087285428,28.25998651786234,0.5196734438336392,3.2128009329601537,6.946580833011224,0.13112312584909244,25.42930137752672,86.2204768123894,1.421451608212183,0
STN-3,19.277069701675348,36.684344023975974,3.956720918759749,4.080529076940908,11.689438962311355,0.1569047447771345,25.332914259775215,55.07796311430798,3.8779699312213385,0
STN-3,14.836023703931279,21.109094009435655,1.3997682591900782,5.3078312213929655,5.0723940574983475,1.1810566611679747,20.325205839777887,42.582286299024844,3.2943304875378887,0
STN-3,14.484277032830487,25.05568076093133,1.4180580177426727,2.8785499500279217,6.27496193478756,0.5902572245067046,8.35935574842418,29.789584102974185,7.531418257008532,0
STN-3,20.042163818756624,25.181524863010186,2.0332204996370287,2.2483197855595978,4.184019295543827,0.15556567501812482,22.18658329155417,64.09171061817756,1.8489720223797335,0
STN-1,20.555554072754457,25.7960866754063,1.3597864302160936,1.5925869056199529,7.379142690434342,0.9860169681517413,14.168116628511854,89.44232506584511,7.213913744906636,0
STN-3,27.021498243133994,27.237762135895743,2.8990252021250402,5.944441301790468,3.8541984826996045,0.5536193918321142,26.934221174209977,49.31794351511798,1.604830881259959,0
STN-2,19.804033947841262,19.138825589294566,1.287179113085037,5.471049482512784,7.645667955305808,0.9615400059797901,18.219321593668383,56.65881999251884,4.911972380221319,0
STN-3,19.80043466005991,40.66977950365844,4.054053141830633,5.818082467952717,7.854171852523958,1.7122914509734448,21.503650103712566,88.73631834824477,5.3040192299129085,0
STN-3,28.059881771127174,20.761849874797505,2.8557702419798976,14.357236002604688,6.872323178188492,0.7075550826200031,24.349037625553837,59.89069033737739,5.517679191224724,0
STN-1,18.110982251882113,28.9975452739611,2.1930867931759144,5.226400688198456,12.88673852764036,1.1405195061992397,17.645888424863173,41.44649901463573,6.315928903231057,0
STN-2,6.742992390679891,24.082388746633676,1.0720892029636186,6.839513784394047,8.050791381247887,0.8584510740598243,24.523201588191633,43.36083619183363,3.1840774828085676,0
STN-1,24.6077948841488,44.50833158588492,2.2432415997309443,6.79623249470779,11.185670877292232,0.40777454986004175,24.771185371492084,41.44778210901934,4.43726578249359,0
STN-2,14.029409518108821,20.93071335731267,5.180686898289304,4.4539065780221785,8.298912186692945,0.3361870199896619,28.860814347358854,31.26875551438554,1.2424132974834246,0
STN-1,13.006733161791175,26.980039621327823,1.7704753491385357,7.870712855478397,4.425059774771977,0.8968560324189223,15.121477555299963,42.19163718893948,2.8057053138930677,0
STN-1,19.201153325884718,29.236104114792877,1.75134377866434,6.896229696035547,8.92669427687429,0.9364831225753153,20.812535629519616,49.66152038902315,2.68247003945676,0
STN-2,21.191304261779266,25.320450396955394,1.8657326103337337,4.455162421928341,7.761247319190817,0.16031866108173223,14.01959697394314,41.50870675708222,7.420552394131691,0
STN-2,38.62865660825029,33.80681377433657,3.668557182851817,3.661512775660172,7.764326637919642,0.298205051773262,15.324982080732093,81.81643413250893,0.8134659318460615,1
STN-3,14.410531878266994,24.302994499906745,2.5872465657445787,5.116693541309533,11.877582118733166,0.5681767791216776,19.039869228001013,26.430898505854703,1.9915203997485138,0
STN-3,17.147809202014002,24.965434116514622,3.114886231279146,6.974502740885259,4.495029327745183,1.0766035814376527,18.895123714576744,58.22185556404939,7.406650565381528,0
STN-2,27.977925040251776,19.129890829331096,3.2458164064884305,7.713735115374333,6.114884002265226,2.1587454941248128,9.311266880618515,27.777667782100934,5.902938257387115,0
STN-1,16.643582875233047,32.80997873779451,1.6445948614361945,10.329533019996573,4.321415723507763,1.0461596722475062,25.78455022246657,83.49995900390985,7.77339187895098,0
STN-3,26.98214827274404,24.126734742684096,2.6846860821546725,3.0026102005819677,5.777844221150421,1.1501031563178479,13.727739905651546,85.22509905547462,6.02062459953241,0
STN-2,10.52354677213125,24.013404925312607,6.631624191470948,4.528754977010133,12.0164278752966,1.558476420714244,23.7013310915072,64.67015961055955,1.6052383378331925,0
STN-3,28.783783475818105,24.430958002988195,4.079528558828736,4.222202887783661,7.705947740820612,1.6788407062862274,22.558069701754558,36.00165242168215,7.118916879892743,0
STN-1,21.73213749812421,18.64912392813525,1.0811656639664435,3.786941250506855,6.4207536762909845,1.7166080214337984,18.829446821226632,44.847141107469895,1.9519949888719603,0
STN-1,20.10575846973944,18.928925661005227,6.472175754483296,4.137198518005933,4.159498265289318,3.090009419721324,19.586780051227755,27.21737867369411,0.09101845924947938,0
STN-2,27.695588563987666,29.649843947080115,3.485314457618953,4.638308131267123,11.089227204284812,1.1888628370389343,25.123668543984728,77.80701269812911,2.337507051479932,0
STN-2,16.356871217987713,32.108483699969476,4.7010873839321565,3.3477912013738975,6.840857190691776,0.44031731967089965,25.115165982375117,45.30978811030483,1.9871041877355156,0
STN-1,30.64376905098967,20.85725431840793,1.8435170471435411,6.212021479423776,3.2075127081366706,0.6945473269065637,20.596244521509618,86.72831659492425,5.275558591291544,0
STN-3,20.21429705905021,25.14749192256567,4.1528809167696865,8.683214740264665,6.09102736783328,1.5561843066226473,23.99769677276899,85.67017957136508,3.75202455154861,0
STN-1,23.07332105436826,37.53838747522716,4.10725995548637,4.270836513366675,5.069628259933811,0.23470902357257406,17.54615013577847,62.955084606676884,4.005205291960526,0
STN-2,22.879647670954867,29.208458625291357,2.025485238320993,4.735320681521857,5.816398739552419,1.2841906387562976,23.043079269107757,68.74980303306003,0.08183005422219303,0
STN-2,20.35500957472601,34.54945358237586,2.5326894897419527,1.0096600079226554,12.919463241824614,1.594127553227307,20.289101705843333,64.65421193639398,4.108432011166176,0
STN-1,27.198318816820674,20.90066252165461,3.4241339884347806,5.5506675078680034,7.978407784689717,0.16941312135996947,22.838179604734847,47.232067413452626,0.39222651827902055,0
STN-1,23.663201969073153,23.04731634966856,2.4288021023313457,5.355186101523124,4.877465362643816,0.4752656077571593,22.98184143159312,71.93126065131817,0.6378860039815084,0
STN-2,24.257978470166442,46.69588553290407,2.27509095925945,3.3769957574215876,2.605776503403727,1.8240624068893572,19.129245400382796,20.704406113400296,0.9877926215687678,0
STN-2,24.82509526432485,27.222978354432144,1.33880607971339,7.247967500630716,7.782908777141239,0.7341664751320112,15.484186521030662,60.36017796762134,1.30557706835625,0
STN-1,25.867081190454652,19.043180196184764,3.3532821742513175,1.9523955493735545,5.815549785742994,2.5544402130385917,11.240961615077284,82.62079553073858,7.60747613019592,0
STN-2,22.800283800096466,23.39660804406903,1.223649069523335,7.895359166393601,4.8974917854915825,1.394855849796807,28.891382241736913,70.76415382869254,7.536774895943888,0
STN-2,14.172134123543666,37.32867531430989,1.3195659282878303,4.874168633690212,6.45681714209577,2.0323133892925718,22.68335729961804,42.956825189292495,5.00232786688118,0
STN-1,12.532751668802057,27.13667073797486,2.144231847217568,5.2920534529473295,6.60091689911678,1.4751406740966442,20.544779293372862,55.0840779870047,4.107883550385032,0
STN-3,19.854913281073948,45.7538873653615,5.227933355085436,4.476023109198747,5.148974389343611,0.568327053626017,20.994373495493573,60.00523563344804,2.323634736734669,0
STN-2,31.01984666949953,17.32576604071345,1.7688273920064002,8.371432910175269,3.624026243101436,1.1461409825487685,24.47626015049469,40.42256340707975,2.1261020302862157,0
STN-3,21.681876962048587,38.32908247366032,6.580760861946352,2.6218206923694876,5.841510823643958,0.3049380360985604,16.203035238703784,29.33743716332873,3.7355919972726124,0
STN-1,16.977154962607685,25.375486960871342,5.777836520433753,2.9525300717570366,10.91603570670591,0.9130862157857974,15.360265350283928,33.89523350174197,3.4532680855013895,0
STN-3,21.43804226063038,27.10789523567205,2.605344996455397,6.754686284842989,4.6315132745566885,0.03268740868105735,18.381308055072324,35.5861322691964,1.7148486268232244,0
STN-3,15.682555178891997,21.931146649663734,2.7657445450657008,4.484794017285505,8.68203691634062,1.4443498304601117,25.183184528821947,31.911491044774476,7.479576550419437,0
STN-1,21.77598691901309,29.719517579690383,3.979782368694641,5.247481940068729,4.9082081211515565,2.3763661694516265,24.26188093921847,61.52446761967268,0.03885487097718965,0
STN-3,21.493838338087002,23.928869911673157,0.5819343734230484,6.713386698205467,5.840733370282762,1.1420902711215544,19.693268190007505,84.59431271866454,3.5045293062023433,0
STN-2,18.49988891565376,39.22845560603158,2.895593115790768,6.353921088829023,3.8951468854229527,1.379452567481466,22.465592881198145,43.86547852007764,2.415679740627005,0
STN-1,20.667736344823975,36.183430167435,1.0777910910259068,4.5886890140451895,8.422043287433793,0.2914195045164208,22.63120363379371,27.817814526307743,2.8114587398290203,0
STN-3,19.169721027668444,24.623337363888172,4.935939815997544,4.662533522095706,6.634300464984304,0.49170459164930763,12.150274753503735,25.19794856089781,1.0585027723344034,0
STN-2,23.263475006211998,31.941248199447706,1.1878685102812392,3.9760963415224215,5.103710726858655,0.2888502501539064,20.315934871803076,32.017065890529565,6.046476460779373,0
STN-2,18.63500853806439,28.440874356592133,1.8501282144967812,6.527194069045767,5.977605302048072,0.49193213076684655,19.917119610664344,23.766862348897533,1.4091485840481806,0
STN-3,25.427923619781417,28.217308991400767,3.8482155029208647,5.193734793904915,6.830504655654465,0.2346190439096475,25.380044024637325,73.9819519344516,4.991206037395624,0
STN-3,21.58062330614669,30.678667353460852,0.9859876619868083,5.395524121238529,5.200897013409788,0.7881309660264856,17.16074743501334,42.19197130817989,5.143864197639859,0
STN-1,18.7187309078686,28.36489623777434,5.3263181258908,3.7976020827844486,8.522322975219582,0.598332575361432,24.236360818306974,46.81603355965757,1.6217698845626671,0
STN-3,16.750672801068887,33.088448693753264,2.9787909827534778,2.267687522674594,8.247508507447813,0.14068094963510203,21.40514406622018,89.16236836270086,4.790642532538278,0
STN-3,10.904993127891155,39.72836109749842,1.3021720674199297,2.1960586007578886,15.653423610632712,1.4042622273745513,18.73531444493245,68.74203077923889,7.894015498965675,0
STN-3,26.49045986783684,28.24007583722084,5.837698436981075,2.936622744693904,3.976070801846742,0.5485663679515025,20.270813834149436,63.152912794657354,5.006402211524892,0
STN-3,19.508169086301063,24.3200230435975,4.190787179308267,6.63481980057198,3.9307776633712055,0.418936691706416,12.550628766795265,37.19934447831935,6.052422852039524,0
STN-2,16.0462053404109,42.47653117462604,1.8545597135487841,2.341176894916833,6.9080286403064965,0.49284756450102135,31.73013520755655,39.53004560745233,3.520450404908612,0
STN-1,15.779188142676906,21.044381646253562,2.8356413968541414,5.152862784991432,7.456351595849991,3.9848982537531707,11.618107622400927,27.43555515905076,7.58013506936541,0
STN-1,35.97910665836831,28.166018869480475,4.542159764141467,6.852587114793978,5.79123370372146,1.3555879615580704,25.90871958686498,72.27403621610381,1.3280716464997706,1
STN-3,22.64354954775685,22.628223309529652,3.3730087073007877,4.103242718442175,6.06262994311485,1.364038163543637,21.367380081300468,53.616599839277455,0.5594418982531311,0
STN-1,38.52788499206771,23.800116392022428,1.3171650038648939,3.1603716633790357,10.200183934057781,0.7461773491974681,21.736793471985767,33.653726940634044,6.839998666223496,1
STN-2,17.44455292575451,17.70311118001021,4.461535914624112,3.0210533879417376,4.713559471176129,1.560423682797112,19.00397424459627,56.20877707869537,1.4734118566871173,0
STN-1,23.445307757718968,21.84322328202689,7.487323480329188,5.636451733162096,3.9756516285234507,0.5305613001475622,11.232779621361056,35.84248157968124,1.8605990565897912,0
STN-1,20.92932379748384,28.26833311534003,0.8775691056557672,4.50394957488365,4.571155612014622,1.0291843349463639,23.013285792371278,61.905887826700805,4.3817962440948515,0
STN-1,29.530516668801116,30.745677265018,7.462013371858405,5.82588173529126,4.393196949204611,1.6916975941959786,23.063184353246907,44.23814694624562,6.143114068485733,0
STN-1,22.754438470060155,26.79198591556169,4.045625759332232,3.684155609658664,12.526069708700955,0.34609788019485743,8.289711385332161,20.94756492623352,1.138841285322167,0
STN-3,29.827191360847873,39.84271694578249,3.6924463840345974,2.5905278404926646,10.253033803620928,0.33916297200984197,26.40709787088622,23.8011856433479,2.273235540509808,0
STN-1,12.911660184215462,34.521497561651906,1.1929985352071157,3.0252263777294384,10.079937641063806,0.5645245187360538,16.079838842018624,80.80965517298216,7.26080246590159,0
STN-3,14.691250203323717,23.670683228085995,3.997052362047457,7.629121083468022,2.1663640645611064,0.4100042767196534,20.30086630745268,60.68207547799261,6.226994004835367,0
STN-3,17.001511707798812,39.21722191382407,3.410241529457367,2.401524521394655,6.168895216667482,0.22489765414460217,19.89931654736363,89.3111643153514,7.520964051385377,0
STN-1,25.18048052663575,24.47532009582082,6.72447861795466,3.756533408507011,5.483548494047364,1.1078953418740054,26.361862341861404,53.91329714007697,4.972154196040999,0
STN-2,15.71146375453138,39.91900071986014,2.9864100884572373,2.008562558819439,6.297335409748998,0.36050631696469543,19.79385671297101,30.425974401818483,6.068331808481447,0
STN-1,22.196679330115735,32.90113491242856,2.2556278289245624,5.506023515404576,4.375484756292274,0.4638723108052739,8.536503913963834,82.07724241521852,0.48559102514853336,0
STN-3,18.202333126751235,25.265381053776743,2.0689044380966997,2.1775502901246004,8.498155848407988,0.7499708326902839,18.106381886504327,86.11774376251793,0.3736898537539979,0
STN-1,27.128694420047857,20.120813154916743,4.059629352276553,5.803592072589552,7.265081160275134,1.0235076644313121,13.998485801226607,77.44960316361345,4.570051041330303,0
STN-1,19.632135819163956,16.769720077189135,4.87482988944938,9.31908729956927,8.84463853838685,0.6099315253081243,25.596989488579055,33.37063853306732,0.16547230052926665,0
STN-1,14.238527844400934,41.963566548295034,0.24800672350735076,5.526789354046994,3.8194977855701566,0.29640992094539553,24.772640107898,65.55037385616643,7.289126664694841,0
STN-1,24.289457981065947,35.10209176080829,5.559113746281799,4.104867383267125,7.615417701292053,0.37669640373476665,20.4079667984831,59.71209051613476,2.1334560553872537,0
STN-1,22.742822272761888,42.66213014424289,2.4622214634800015,2.440378499360963,5.982195141246935,1.4394584464852767,21.391630569697703,55.654387008917574,7.3267801790042775,0
STN-1,17.279552908852427,49.56941023943789,3.5499598769411316,4.140699841924745,4.472815674235853,0.6003075177626492,16.24964417317054,24.72255308346051,1.1712770931562302,0
STN-3,30.62382289846551,28.696708910957742,2.445615179485909,8.413395369278678,7.590135541519136,0.37760763713818596,23.110870381299648,86.44529556464025,5.490117129269807,0
STN-1,39.204173040220155,27.28837910097782,3.62863134335998,7.126262819008946,9.671978266284068,1.9677225894558623,22.48774144008827,55.171244463196984,0.6999491146339469,1
STN-1,17.00911573309259,33.51070159013804,0.755033761557748,8.500651229895793,8.871672258122016,1.0540368689973512,22.319061061678035,87.14726350703671,0.5028115689060124,0
STN-2,18.043541016029963,31.892265322379377,0.8363173123792815,3.166034410725017,8.710101611551224,1.1567660763648149,22.25249376312065,71.24772970592805,7.891072330259711,0
STN-2,23.0303562239966,28.03601716105046,4.4778938693034895,7.2925689846326955,7.002006549733773,1.3163108629569062,17.604176462649313,53.2837293427597,5.368037642733938,0
STN-1,17.074386298221842,28.361558602089325,0.5657036672287045,11.713094598427377,12.8248858926419,1.2619669874268578,26.667547676426004,55.77948015299345,5.5155172124047525,0
STN-3,21.562652055973693,13.88821150105167,8.05815629256055,3.858926218248771,4.268650526097705,0.3997791175903217,15.24907840774436,21.13523141623331,0.4339909509483757,0
STN-2,17.418756314137692,35.490559875750094,6.17308318946255,4.943460030101373,3.0745353747214406,0.7083923158989122,21.8654063787342,77.93375742021848,1.1874491981261768,0
STN-1,25.757038624997076,31.595172863684976,2.916964224614429,12.02483497175459,6.26303769932422,2.153181000456595,13.777726952351554,88.92922395776257,1.9037563250616696,0
STN-2,12.75291995454806,17.773526991157087,4.356007094140558,3.785651650426526,7.119880391266547,1.408754186191401,22.627184947737277,66.6875278530924,0.40695269502925235,0
STN-2,32.8236846646438,27.07306132517495,0.9399857150621169,5.602765029033799,5.051038675793205,0.08973079534877842,13.87297971969451,37.629032100037065,2.8403422800967864,0
STN-1,26.726378349040342,39.73428978460065,3.9364804291581192,3.976688300098668,6.869849780847844,0.9197389631961467,10.510236304462136,55.009057255410966,1.7486746474126038,0
STN-1,27.03529874050186,35.81585318098186,4.174300935599902,1.9800891106750922,4.081905954118833,1.6353559146122207,18.685171290981,25.542596061765458,5.1720079206812954,0
STN-3,16.40347693924712,33.65124310806423,2.290634725705159,2.349507382123876,9.444764039320416,2.650775568113188,16.223985856536945,74.35820831857606,0.6900676054836543,0
STN-3,38.249282809624944,33.34535542740476,1.7737984403588274,4.578176135267143,7.243425083739663,0.49886202667659985,16.686181417595023,74.25276630483602,0.8493446261047799,1
STN-2,17.015999927898818,32.62330966705406,1.417746498004192,5.115526430338187,3.994037610040359,0.7036768139172541,23.831865121888885,79.16993843399207,1.1923623741614389,0
STN-3,28.966051039980634,42.50749637112249,1.4627732289179827,5.055821791479167,4.340779028290584,0.38575484426981094,19.83503282206391,50.63256689997548,5.169802997902444,0
STN-1,19.149705856916004,37.64489779493631,8.541765513252813,4.2765557097829054,10.117700513422855,0.40322670562501484,23.25493814926717,49.985443713323406,1.030758663458891,0
STN-2,21.949770627695308,21.00619895350801,3.3864712046266074,5.483280985278524,6.328297258655976,0.6300426948415817,22.25084418914004,89.66220412584374,7.736583308886743,0
STN-2,15.11901446454988,26.020762992632612,5.369245168790088,7.225367000975924,5.316001555365972,1.475463578712268,18.41468674782415,77.32524136292503,2.828954654102861,0
STN-2,9.58764852274624,30.632486272983947,1.7977427015509373,1.4380417408612298,6.505642978097083,0.5465047690964917,24.77824315464906,51.360200046480635,1.6918045990168196,0
STN-3,28.993311670414315,35.29260898406053,3.3516325931954194,2.934438941416394,3.482324598825786,0.984457173500019,21.097776368941595,64.7399652408177,5.145047334256178,0
STN-2,17.15799896300062,20.905075267377477,1.2637364526129946,4.0358391497777095,4.871470332322659,1.2994731653764624,13.798692333683078,54.65508899388111,4.1509591970361415,0
STN-2,21.089791703219277,32.46597459038231,2.3268156105145357,3.1168334104036104,10.164194623179993,1.0364522858858498,17.83328209291202,26.394103188549625,6.588022645134639,0
STN-3,19.74252326547519,24.38036936859473,5.51331067292257,6.889842287719735,4.962173082316925,1.29323945668075,24.46974030569364,34.66886887712087,6.831942745562084,0
STN-2,11.098805930228679,30.042476003026593,2.383902331201588,7.010413538491742,5.761063077441041,0.8667342058216297,22.42521313437224,45.21072736388979,6.072508197841364,0
STN-1,33.620798831810475,22.102400939018064,2.2698733806893845,7.021717700295513,3.686258286553132,0.4823056011658834,20.245289309100016,84.63920451349982,1.6707532867376935,0
STN-3,14.89580867622432,23.505369917994667,4.558499987516843,6.475493500531867,5.550156203188541,2.0019687516600344,22.02583539103644,43.127274728160074,6.755981446099653,0
STN-3,33.75408452926599,29.93844167243907,6.483170890518993,2.7511040050409656,7.833166435292099,2.0864560713276923,21.511168581370587,69.25498361278346,2.78532149289129,0
STN-1,20.24158558297741,33.879224601943136,7.098710978459345,2.0913276544568693,10.865172068142318,0.5438690481212141,16.100867777242563,43.2500025838698,1.0584379047062438,0
STN-3,16.39698321120634,30.012696888777185,3.4555420033493633,2.1722994253157024,8.809185341546339,0.7685225157192752,14.568052904366754,43.96671545587914,6.719873717759858,0
STN-2,11.668237829626054,33.237216442363646,2.6140687433201295,4.712954506662954,5.083724670876236,0.7276899779510716,21.909817328442372,64.60580226706159,1.2784578720374453,0
STN-1,21.339595597611257,30.178681450341593,3.9834384792340978,3.8296178619368213,6.401120715928899,1.170894648964771,25.134568614875956,40.8666287334465,6.369868662075986,0
STN-2,15.165129198608549,18.966975129498373,2.3405495958246822,3.0960469197607234,5.431785667697151,1.9769714148090205,21.30544275718402,63.33371119272739,4.122439794840646,0
STN-3,7.313215393950054,28.27681521337789,2.3009114965432786,5.927077940521581,1.791685827223235,0.19853442594751347,17.648061719071734,37.447547936942016,4.352700173094761,0
STN-1,16.41616536303809,41.93028064825254,1.9777698876865717,6.703622235263525,12.267929375205938,1.1444229258033711,25.354456362859814,53.08651379640149,1.1864001769893928,0
STN-3,23.729551068262435,23.489583099470387,6.559161010086125,7.981661737759995,5.357893585523742,1.4432172672550967,29.47095014340409,57.67002747883063,3.189611808902618,0
STN-3,18.393821718571544,34.371575127027164,5.1899549192922,5.65323103035829,7.081708118402957,0.9414224529135226,21.160108306012958,25.251659775517204,1.1940718037356204,0
STN-3,18.43266383163667,37.02521643644257,0.2633380459818808,2.4130881767857364,5.25030870438189,2.4598209840551584,15.644580837265135,32.34739508505854,2.473707390248733,0
STN-3,17.68925461690235,45.77446080386848,2.384394125593743,5.067128801580919,5.487433187665917,1.1296513984551704,25.32072244165865,39.20446839941671,5.669921530674842,0
STN-2,18.985138032358076,34.30070701132611,2.13796164814267,7.478328355380391,5.205246876925731,0.4902622614823969,19.009212869887538,72.55247073111269,2.8617684183971113,0
STN-1,15.09673484682772,25.826876527235,1.6139204196728878,6.4663677773240416,7.560536169132182,0.4423108029552192,21.19443329691909,28.97771638991878,2.363447729275939,0
STN-3,21.533478755053853,33.387384422311406,2.9952979116510443,1.8431696479559787,5.982232725765178,0.38303643412900296,26.177736282595454,28.275599818598764,2.7201082294080843,0
STN-2,12.302038801896352,36.94390339057949,4.280554187817461,3.917493602737889,3.9207060088767296,1.5997470548644916,24.891238631962068,55.97010753379414,1.5656567746846237,0
STN-2,31.477159611131604,52.42305415246066,3.0859383851093765,8.689040437837162,4.129853960105471,0.49577915083950125,17.474743825482555,34.258711440647616,5.217772421413195,0
STN-1,22.145062637693382,34.442301231881856,2.9742048616743952,6.874635383350586,4.5228285520980105,2.6582730064781543,24.31664400402185,21.731180133340093,4.51390928234713,0
STN-3,9.750455287852192,31.79152723606794,7.230166868388899,4.115608028757362,10.635840575358069,0.5111054052261801,22.49182761452635,24.038459033642383,5.999080207580627,0
STN-3,19.82970315414765,29.206985431513782,3.1606170059926395,3.443699300323281,3.775505962567225,0.4298972553624276,23.507557835791403,70.5993358449096,5.144327929776818,0
